acc_mean_g,acc_std_g,acc_peak_g,acc_min_g,jerk_peak,jerk_mean,gyro_peak_dps,gyro_std_dps,ax_std,ay_std,az_std,gx_std,gy_std,gz_std,label,trigger
1.198,0.658,5.026,0.408,99.03,6.9,518.4,88.5,0.471,0.002,0.761,0.0,96.6,0.0,stomp,0
10.609,6.148,22.627,1.094,575.53,138.91,2000.0,578.3,5.807,0.002,8.523,0.0,883.1,0.0,repeated_kick,1
3.445,5.148,22.627,0.991,542.57,33.85,2000.0,422.8,3.762,0.002,4.3,0.0,456.5,0.0,hard_kick,0
0.993,0.002,0.998,0.987,0.51,0.12,2.6,0.6,0.002,0.002,0.004,0.0,0.7,0.0,sitting,0
10.664,6.19,22.627,1.012,610.39,144.04,2000.0,591.3,5.762,0.002,8.697,0.0,876.9,0.0,repeated_kick,1
1.194,0.701,5.41,0.377,125.35,7.68,1050.6,120.0,0.472,0.002,0.815,0.0,127.1,0.0,stomp,0
1.005,0.002,1.011,1.0,0.48,0.11,1.6,0.4,0.002,0.002,0.004,0.0,0.7,0.0,sitting,0
3.066,0.673,3.864,0.784,36.99,13.27,460.4,143.7,1.061,0.002,2.224,0.0,317.8,0.0,walking,0
2.41,0.529,3.173,0.686,44.32,9.21,394.9,122.8,0.828,0.002,1.636,0.0,272.5,0.0,walking,0
0.993,0.002,0.997,0.988,0.33,0.1,2.0,0.3,0.002,0.002,0.002,0.0,0.3,0.0,standing,0
1.386,1.602,9.619,0.023,245.14,21.07,361.3,72.7,0.628,0.002,1.773,0.0,85.2,0.0,jumping,0
3.461,5.243,22.627,0.966,582.46,40.9,2000.0,399.2,3.692,0.002,4.514,0.0,431.5,0.0,hard_kick,0
3.473,5.176,22.627,1.0,574.17,37.81,2000.0,386.1,3.756,0.002,4.341,0.0,417.6,0.0,hard_kick,0
1.036,0.002,1.042,1.03,0.42,0.11,1.4,0.2,0.003,0.002,0.005,0.0,0.8,0.0,sitting,0
1.003,0.002,1.01,0.998,0.38,0.13,2.6,0.5,0.002,0.002,0.009,0.0,1.5,0.0,sitting,0
12.816,3.675,16.553,4.014,280.42,97.59,1406.9,427.7,5.482,0.002,8.134,0.0,1003.0,0.0,running,0
1.005,0.002,1.009,1.0,0.37,0.13,2.7,0.5,0.002,0.002,0.004,0.0,1.3,0.0,standing,0
2.551,3.17,16.06,0.495,479.78,29.37,1611.1,293.7,1.562,0.002,3.427,0.0,317.6,0.0,soft_kick,0
1.014,0.002,1.022,1.01,0.47,0.1,2.1,0.4,0.002,0.002,0.006,0.0,1.0,0.0,sitting,0
1.018,0.002,1.024,1.013,0.36,0.11,1.8,0.4,0.002,0.002,0.003,0.0,0.9,0.0,standing,0
2.522,0.553,3.317,0.703,23.87,9.33,407.5,127.3,0.854,0.002,1.685,0.0,285.2,0.0,walking,0
3.426,5.147,22.627,0.967,552.91,34.92,2000.0,413.9,3.756,0.002,4.297,0.0,446.8,0.0,hard_kick,0
11.301,3.501,16.041,3.33,259.78,97.88,1278.6,391.1,5.276,0.002,7.202,0.0,897.4,0.0,running,0
0.987,0.002,0.993,0.98,0.3,0.12,2.5,0.6,0.002,0.002,0.009,0.0,1.5,0.0,sitting,0
10.639,6.161,22.627,0.99,591.78,145.71,2000.0,585.0,5.765,0.002,8.681,0.0,879.7,0.0,repeated_kick,1
3.496,5.257,22.627,0.991,614.8,41.49,2000.0,389.8,3.672,0.002,4.56,0.0,419.8,0.0,hard_kick,0
12.555,3.625,16.213,3.789,263.31,99.86,1371.1,416.8,5.509,0.002,7.845,0.0,965.0,0.0,running,0
3.138,0.656,3.937,1.125,64.49,14.41,461.5,142.2,1.07,0.002,2.304,0.0,318.6,0.0,walking,0
1.378,1.637,9.707,0.009,251.83,21.06,360.2,73.0,0.653,0.002,1.794,0.0,85.3,0.0,jumping,0
1.195,0.702,5.4,0.369,124.09,7.7,1028.2,118.0,0.472,0.002,0.815,0.0,125.0,0.0,stomp,0
2.603,3.151,16.093,1.032,417.87,29.51,1644.1,288.9,1.553,0.002,3.437,0.0,313.6,0.0,soft_kick,0
3.473,5.177,22.627,0.996,575.53,37.92,2000.0,384.5,3.752,0.002,4.346,0.0,415.9,0.0,hard_kick,0
12.437,3.823,16.374,4.036,276.55,100.4,1397.7,427.1,5.306,0.002,8.17,0.0,993.9,0.0,running,0
0.99,0.002,0.995,0.985,0.39,0.1,2.4,0.4,0.002,0.002,0.006,0.0,0.7,0.0,standing,0
3.489,0.726,4.347,1.583,65.53,15.77,488.7,150.3,1.233,0.002,2.578,0.0,344.7,0.0,walking,0
2.54,3.18,16.05,0.543,500.46,29.6,1552.2,288.8,1.563,0.002,3.434,0.0,312.4,0.0,soft_kick,0
2.599,3.186,16.122,0.981,354.87,30.31,1529.1,264.3,1.536,0.002,3.494,0.0,288.3,0.0,soft_kick,0
10.666,6.183,22.627,1.012,613.84,146.3,2000.0,584.4,5.728,0.002,8.712,0.0,862.3,0.0,repeated_kick,1
11.653,3.521,16.051,3.386,264.28,99.78,1295.7,393.7,5.14,0.002,7.306,0.0,922.7,0.0,running,0
1.003,0.002,1.008,0.998,0.3,0.1,3.2,0.9,0.002,0.002,0.009,0.0,1.5,0.0,sitting,0
1.211,0.696,5.312,0.382,117.93,7.64,929.4,109.9,0.472,0.002,0.814,0.0,116.8,0.0,stomp,0
1.367,1.635,9.66,0.037,264.24,19.22,353.1,72.3,0.626,0.002,1.807,0.0,84.5,0.0,jumping,0
13.428,3.834,18.039,4.458,319.03,107.76,1480.0,455.5,5.556,0.002,8.812,0.0,1049.9,0.0,running,0
10.562,6.328,22.627,0.986,611.63,153.49,2000.0,581.0,5.684,0.002,8.763,0.0,842.8,0.0,repeated_kick,1
2.566,3.171,16.101,0.963,388.54,29.96,1606.1,279.5,1.546,0.002,3.458,0.0,304.0,0.0,soft_kick,0
1.958,0.631,2.977,0.86,46.15,26.41,202.0,61.9,0.577,0.002,1.79,0.0,142.0,0.0,shake_leg,0
2.645,0.52,3.394,0.717,54.33,9.92,413.4,128.8,0.88,0.002,1.824,0.0,291.7,0.0,walking,0
0.977,0.002,0.983,0.971,0.35,0.11,4.0,1.0,0.002,0.002,0.006,0.0,1.0,0.0,sitting,0
12.509,3.954,16.602,3.281,299.39,98.38,1410.0,439.1,5.447,0.002,8.237,0.0,978.6,0.0,running,0
1.017,0.002,1.024,1.01,0.4,0.11,3.0,0.6,0.002,0.002,0.009,0.0,1.5,0.0,sitting,0
8.413,6.636,22.627,0.994,592.89,116.92,2000.0,562.8,5.458,0.002,7.641,0.0,738.7,0.0,repeated_kick,1
1.001,0.002,1.006,0.994,0.33,0.11,2.0,0.6,0.002,0.002,0.005,0.0,0.8,0.0,sitting,0
0.99,0.003,0.995,0.984,0.43,0.12,3.1,1.0,0.003,0.002,0.009,0.0,1.6,0.0,sitting,0
1.901,0.606,2.913,0.872,43.53,24.92,200.2,60.8,0.554,0.002,1.715,0.0,138.4,0.0,shake_leg,0
3.448,5.169,22.627,0.989,475.2,35.67,2000.0,424.2,3.746,0.002,4.353,0.0,459.0,0.0,hard_kick,0
3.462,5.227,22.627,0.977,559.58,40.3,2000.0,405.0,3.7,0.002,4.486,0.0,438.2,0.0,hard_kick,0
1.379,1.703,9.98,0.027,267.01,21.03,357.0,72.9,0.695,0.002,1.846,0.0,85.2,0.0,jumping,0
1.757,0.534,2.654,0.918,33.97,18.67,184.1,57.3,0.487,0.002,1.527,0.0,131.6,0.0,shake_leg,0
2.531,0.552,3.322,0.687,29.08,9.48,410.0,127.7,0.86,0.002,1.708,0.0,286.5,0.0,walking,0
0.999,0.002,1.005,0.994,0.34,0.13,2.6,0.6,0.002,0.002,0.01,0.0,1.5,0.0,sitting,0
3.471,5.236,22.627,0.983,577.25,40.7,2000.0,401.1,3.692,0.002,4.506,0.0,433.2,0.0,hard_kick,0
2.564,3.193,16.04,1.0,529.41,29.78,1400.2,275.0,1.561,0.002,3.457,0.0,298.3,0.0,soft_kick,0
3.457,5.141,22.627,1.007,546.45,34.28,2000.0,419.8,3.756,0.002,4.296,0.0,452.9,0.0,hard_kick,0
2.409,0.489,3.169,0.823,47.74,9.21,393.5,119.3,0.813,0.002,1.616,0.0,277.5,0.0,walking,0
1.0,0.002,1.005,0.993,0.35,0.13,3.2,0.7,0.002,0.002,0.009,0.0,1.5,0.0,sitting,0
2.647,3.256,16.193,0.982,417.25,33.02,1207.0,228.3,1.517,0.002,3.596,0.0,248.2,0.0,soft_kick,0
1.161,0.685,5.465,0.341,119.3,7.0,1224.9,149.8,0.466,0.002,0.773,0.0,157.6,0.0,stomp,0
12.549,3.644,16.311,3.977,270.37,96.9,1384.9,424.0,5.4,0.002,8.041,0.0,985.8,0.0,running,0
10.664,6.204,22.627,1.038,603.77,153.2,2000.0,564.9,5.703,0.002,8.752,0.0,851.6,0.0,repeated_kick,1
2.564,3.188,16.043,0.974,522.16,29.74,1440.8,278.5,1.562,0.002,3.45,0.0,302.0,0.0,soft_kick,0
3.099,0.576,3.81,1.567,51.47,13.03,452.9,139.3,1.107,0.002,2.138,0.0,326.5,0.0,walking,0
2.614,3.171,16.117,1.009,368.55,29.84,1564.7,271.0,1.54,0.002,3.477,0.0,295.2,0.0,soft_kick,0
2.038,0.703,3.146,0.864,52.22,29.28,210.3,64.7,0.61,0.002,1.894,0.0,150.3,0.0,shake_leg,0
2.13,0.751,3.319,0.843,58.4,33.27,218.2,66.8,0.65,0.002,2.011,0.0,153.9,0.0,shake_leg,0
3.396,0.693,4.266,1.462,66.5,16.11,484.4,148.4,1.128,0.002,2.557,0.0,340.0,0.0,walking,0
1.384,1.625,9.102,0.023,247.7,19.86,351.1,72.9,0.684,0.002,1.765,0.0,84.5,0.0,jumping,0
1.205,0.676,5.45,0.423,121.76,6.9,1239.9,150.6,0.466,0.002,0.776,0.0,158.4,0.0,stomp,0
0.999,0.002,1.005,0.992,0.53,0.12,2.5,0.5,0.002,0.002,0.007,0.0,1.3,0.0,sitting,0
3.445,5.176,22.627,0.982,456.77,36.63,2000.0,422.2,3.739,0.002,4.371,0.0,457.1,0.0,hard_kick,0
1.381,1.642,9.658,0.001,263.07,19.52,353.4,72.8,0.642,0.002,1.805,0.0,84.8,0.0,jumping,0
1.0,0.002,1.006,0.995,0.34,0.12,2.9,0.6,0.002,0.002,0.01,0.0,1.5,0.0,sitting,0
2.166,0.747,3.342,0.848,58.64,33.23,218.7,67.0,0.646,0.002,2.018,0.0,154.2,0.0,shake_leg,0
8.421,6.665,22.627,0.979,599.0,115.57,2000.0,570.0,5.473,0.002,7.684,0.0,745.1,0.0,repeated_kick,1
10.678,6.13,22.627,1.132,592.25,148.36,2000.0,567.1,5.742,0.002,8.688,0.0,853.5,0.0,repeated_kick,1
3.194,0.602,3.906,1.575,53.4,13.58,462.8,140.8,1.131,0.002,2.22,0.0,333.6,0.0,walking,0
0.998,0.002,1.003,0.994,0.33,0.11,1.8,0.1,0.002,0.002,0.003,0.0,0.7,0.0,standing,0
12.632,3.662,16.275,3.95,267.58,99.7,1380.3,425.7,5.535,0.002,8.008,0.0,986.8,0.0,running,0
1.008,0.002,1.014,1.003,0.41,0.12,2.4,0.6,0.002,0.002,0.008,0.0,1.4,0.0,sitting,0
1.385,1.647,9.921,0.025,263.67,20.73,358.6,73.2,0.632,0.002,1.82,0.0,85.4,0.0,jumping,0
3.455,5.183,22.627,0.99,479.28,37.67,2000.0,419.5,3.728,0.002,4.396,0.0,454.1,0.0,hard_kick,0
2.557,3.16,16.077,0.991,440.19,29.28,1651.7,293.5,1.557,0.002,3.426,0.0,318.2,0.0,soft_kick,0
2.54,3.185,16.046,0.708,510.06,29.71,1510.2,284.8,1.563,0.002,3.441,0.0,308.6,0.0,soft_kick,0
0.99,0.002,0.994,0.985,0.32,0.11,2.5,0.7,0.002,0.002,0.005,0.0,1.3,0.0,standing,0
11.697,3.622,16.081,3.524,235.12,97.22,1314.9,403.1,5.291,0.002,7.509,0.0,937.8,0.0,running,0
12.739,3.95,16.859,1.194,290.66,98.55,1422.7,440.9,5.484,0.002,8.174,0.0,1001.2,0.0,running,0
3.476,0.711,4.353,1.509,70.75,16.7,488.8,149.0,1.207,0.002,2.558,0.0,346.9,0.0,walking,0
13.901,3.738,19.016,4.678,346.95,110.39,1535.4,477.7,5.573,0.002,9.014,0.0,1087.0,0.0,running,0
0.977,0.002,0.982,0.973,0.35,0.11,2.3,0.6,0.002,0.002,0.009,0.0,1.4,0.0,sitting,0
0.992,0.002,0.998,0.988,0.33,0.11,2.0,0.5,0.002,0.002,0.004,0.0,0.9,0.0,standing,0
3.053,0.668,3.846,0.803,37.66,12.94,456.2,142.8,1.051,0.002,2.193,0.0,314.1,0.0,walking,0
1.179,0.699,5.534,0.364,133.23,7.37,1253.9,144.2,0.468,0.002,0.805,0.0,151.7,0.0,stomp,0
0.978,0.002,0.983,0.973,0.33,0.1,3.2,0.5,0.002,0.002,0.009,0.0,1.6,0.0,sitting,0
1.403,1.697,9.916,0.025,263.25,21.0,357.8,72.7,0.699,0.002,1.838,0.0,85.2,0.0,jumping,0
2.169,0.769,3.373,0.857,60.47,33.8,220.7,69.8,0.651,0.002,2.037,0.0,154.3,0.0,shake_leg,0
1.211,0.693,5.174,0.373,110.43,7.55,781.3,99.1,0.473,0.002,0.809,0.0,106.7,0.0,stomp,0
1.388,1.636,9.88,0.028,267.8,19.53,355.8,72.6,0.605,0.002,1.821,0.0,84.8,0.0,jumping,0
2.664,3.243,16.185,1.011,400.96,32.61,1216.8,231.5,1.517,0.002,3.586,0.0,250.4,0.0,soft_kick,0
2.542,3.183,16.048,0.688,505.71,29.66,1523.0,286.2,1.563,0.002,3.437,0.0,309.7,0.0,soft_kick,0
8.477,6.697,22.627,1.0,613.39,123.53,2000.0,553.6,5.412,0.002,7.818,0.0,721.3,0.0,repeated_kick,1
3.498,5.258,22.627,0.989,613.25,41.55,2000.0,384.3,3.655,0.002,4.576,0.0,412.0,0.0,hard_kick,0
0.996,0.002,1.002,0.99,0.45,0.1,2.8,0.8,0.002,0.002,0.008,0.0,1.2,0.0,sitting,0
2.648,3.23,16.167,1.002,373.91,31.83,1307.4,237.1,1.52,0.002,3.566,0.0,257.0,0.0,soft_kick,0
11.91,3.6,16.077,3.508,273.4,100.67,1314.7,401.5,5.226,0.002,7.414,0.0,933.5,0.0,running,0
1.002,0.003,1.009,0.994,0.42,0.12,2.7,0.6,0.003,0.002,0.009,0.0,1.6,0.0,sitting,0
1.161,0.675,5.384,0.367,111.09,6.91,1154.7,144.3,0.466,0.002,0.763,0.0,152.4,0.0,stomp,0
1.417,1.604,9.852,0.032,260.24,20.0,359.2,72.2,0.577,0.002,1.803,0.0,84.6,0.0,jumping,0
1.011,0.002,1.015,1.005,0.35,0.11,1.4,0.2,0.002,0.002,0.003,0.0,0.8,0.0,standing,0
0.986,0.002,0.992,0.981,0.4,0.12,2.7,0.4,0.002,0.002,0.004,0.0,0.7,0.0,sitting,0
10.719,6.14,22.627,1.317,614.09,147.07,2000.0,573.3,5.749,0.002,8.73,0.0,865.4,0.0,repeated_kick,1
2.998,0.586,3.776,1.653,39.78,12.72,449.8,138.8,0.976,0.002,2.153,0.0,324.4,0.0,walking,0
0.993,0.002,0.999,0.988,0.39,0.11,3.3,0.9,0.002,0.002,0.009,0.0,1.5,0.0,sitting,0
1.904,0.6,2.857,0.891,41.6,23.94,195.4,59.7,0.538,0.002,1.692,0.0,138.1,0.0,shake_leg,0
0.997,0.002,1.001,0.991,0.34,0.11,1.4,0.2,0.002,0.002,0.005,0.0,0.6,0.0,standing,0
1.016,0.002,1.021,1.013,0.32,0.11,1.7,0.1,0.002,0.002,0.003,0.0,0.7,0.0,standing,0
13.918,3.791,19.094,4.733,358.89,107.65,1542.1,475.1,5.705,0.002,8.967,0.0,1073.0,0.0,running,0
10.648,6.145,22.627,1.073,579.02,141.81,2000.0,578.7,5.832,0.002,8.602,0.0,878.4,0.0,repeated_kick,1
1.003,0.002,1.009,0.999,0.38,0.11,1.1,0.1,0.002,0.002,0.006,0.0,0.4,0.0,standing,0
2.588,3.18,16.115,0.975,364.83,30.06,1557.0,269.5,1.54,0.002,3.48,0.0,293.7,0.0,soft_kick,0
2.852,0.527,3.558,1.37,49.19,11.59,432.6,132.5,1.024,0.002,1.941,0.0,305.8,0.0,walking,0
2.028,0.681,3.109,0.867,50.7,28.33,208.7,63.3,0.602,0.002,1.872,0.0,146.7,0.0,shake_leg,0
3.45,5.179,22.627,0.986,464.75,37.14,2000.0,420.9,3.733,0.002,4.383,0.0,455.6,0.0,hard_kick,0
1.381,1.602,9.928,0.021,269.43,19.57,355.7,72.8,0.547,0.002,1.813,0.0,85.0,0.0,jumping,0
10.55,6.267,22.627,0.985,610.82,143.53,2000.0,596.8,5.826,0.002,8.615,0.0,885.9,0.0,repeated_kick,1
1.488,0.364,2.137,0.955,21.12,10.24,155.3,47.7,0.362,0.002,1.159,0.0,109.9,0.0,shake_leg,0
1.366,1.66,9.674,0.004,249.37,20.89,360.1,72.1,0.685,0.002,1.797,0.0,84.6,0.0,jumping,0
11.331,3.532,16.032,3.793,283.77,96.52,1283.2,397.5,5.185,0.002,7.25,0.0,891.1,0.0,running,0
1.36,1.565,8.633,0.024,235.23,19.56,354.7,73.2,0.629,0.002,1.728,0.0,84.7,0.0,jumping,0
3.439,5.144,22.627,0.981,550.04,34.55,2000.0,417.3,3.757,0.002,4.296,0.0,450.3,0.0,hard_kick,0
2.099,0.755,3.293,0.852,57.64,31.78,217.6,68.2,0.635,0.002,1.972,0.0,153.0,0.0,shake_leg,0
1.16,0.66,5.21,0.389,106.11,6.84,923.1,122.9,0.468,0.002,0.749,0.0,131.1,0.0,stomp,0
2.573,3.159,16.09,0.994,414.53,29.67,1639.8,287.7,1.552,0.002,3.439,0.0,312.7,0.0,soft_kick,0
1.194,0.696,5.511,0.395,133.26,7.36,1242.1,142.2,0.469,0.002,0.806,0.0,149.7,0.0,stomp,0
1.149,0.662,5.132,0.36,102.54,6.92,748.9,106.4,0.469,0.002,0.751,0.0,114.7,0.0,stomp,0
1.018,0.002,1.023,1.013,0.37,0.11,2.8,0.6,0.002,0.002,0.008,0.0,1.5,0.0,sitting,0
3.491,5.238,22.627,0.999,590.2,41.0,2000.0,397.6,3.683,0.002,4.522,0.0,429.3,0.0,hard_kick,0
12.194,3.71,16.228,4.003,296.06,98.04,1344.3,427.3,5.429,0.002,7.924,0.0,955.7,0.0,running,0
11.677,3.551,16.05,3.465,228.94,99.43,1302.4,398.7,5.092,0.002,7.466,0.0,930.0,0.0,running,0
3.41,0.705,4.301,1.415,52.39,15.93,487.1,150.9,1.158,0.002,2.482,0.0,342.6,0.0,walking,0
1.164,0.655,5.116,0.414,102.67,6.78,787.2,109.8,0.469,0.002,0.749,0.0,118.3,0.0,stomp,0
2.985,0.541,3.687,1.608,45.64,12.13,443.9,136.9,1.058,0.002,2.05,0.0,318.1,0.0,walking,0
8.394,6.643,22.627,1.008,609.25,110.76,2000.0,580.7,5.515,0.002,7.558,0.0,760.8,0.0,repeated_kick,1
1.361,1.632,9.158,0.022,249.84,20.12,350.0,73.2,0.69,0.002,1.769,0.0,84.8,0.0,jumping,0
3.438,5.159,22.627,0.981,535.22,33.76,2000.0,425.1,3.769,0.002,4.308,0.0,459.2,0.0,hard_kick,0
0.976,0.002,0.981,0.972,0.31,0.11,2.7,0.6,0.002,0.002,0.007,0.0,1.3,0.0,sitting,0
1.187,0.687,5.007,0.391,107.16,7.35,652.9,91.3,0.473,0.002,0.802,0.0,99.5,0.0,stomp,0
10.549,6.314,22.627,1.019,610.41,151.29,2000.0,571.2,5.715,0.002,8.64,0.0,849.1,0.0,repeated_kick,1
1.187,0.693,5.523,0.384,132.43,7.2,1273.4,148.3,0.467,0.002,0.798,0.0,155.7,0.0,stomp,0
1.382,1.639,9.889,0.016,268.53,20.11,355.3,73.0,0.608,0.002,1.823,0.0,85.2,0.0,jumping,0
8.423,6.648,22.627,0.991,594.08,117.91,2000.0,557.1,5.458,0.002,7.652,0.0,731.6,0.0,repeated_kick,1
3.501,5.259,22.627,0.997,614.31,41.59,2000.0,385.8,3.66,0.002,4.574,0.0,413.9,0.0,hard_kick,0
3.19,0.669,4.006,1.005,57.79,14.37,468.2,143.4,1.084,0.002,2.333,0.0,323.2,0.0,walking,0
1.22,0.691,5.528,0.413,133.13,7.23,1257.4,144.9,0.468,0.002,0.803,0.0,152.3,0.0,stomp,0
14.017,3.693,18.818,4.771,339.53,108.2,1516.4,456.6,5.596,0.002,8.934,0.0,1093.3,0.0,running,0
11.316,3.59,16.034,3.363,211.98,97.33,1283.3,394.1,5.075,0.002,7.198,0.0,921.7,0.0,running,0
2.744,0.561,3.528,1.223,49.85,11.49,429.8,131.7,0.904,0.002,1.958,0.0,303.0,0.0,walking,0
0.99,0.002,0.996,0.985,0.47,0.12,2.5,0.7,0.002,0.002,0.006,0.0,1.1,0.0,sitting,0
3.413,0.675,4.197,0.921,77.07,15.09,480.2,148.8,1.2,0.002,2.502,0.0,340.9,0.0,walking,0
1.397,1.538,9.326,0.017,254.57,18.73,348.9,72.9,0.55,0.002,1.749,0.0,84.8,0.0,jumping,0
1.508,0.385,2.192,0.954,20.99,11.15,158.5,47.7,0.378,0.002,1.202,0.0,114.3,0.0,shake_leg,0
1.003,0.002,1.009,0.997,0.33,0.11,1.6,0.2,0.002,0.002,0.004,0.0,0.7,0.0,sitting,0
2.708,0.496,3.44,1.224,53.05,10.59,418.8,128.1,0.95,0.002,1.816,0.0,291.9,0.0,walking,0
12.232,3.82,16.272,3.903,267.72,99.96,1383.8,421.5,5.271,0.002,8.024,0.0,976.4,0.0,running,0
1.243,0.232,1.687,0.938,13.9,5.03,128.8,39.0,0.257,0.002,0.833,0.0,90.9,0.0,shake_leg,0
1.414,1.609,9.962,0.024,267.32,20.05,357.9,72.3,0.556,0.002,1.819,0.0,84.6,0.0,jumping,0
1.504,0.38,2.16,0.891,23.79,12.35,160.3,50.7,0.383,0.002,1.216,0.0,111.6,0.0,shake_leg,0
10.627,6.173,22.627,1.041,607.29,148.85,2000.0,565.5,5.716,0.002,8.608,0.0,845.4,0.0,repeated_kick,1
1.166,0.699,5.547,0.335,131.47,7.27,1277.3,149.6,0.467,0.002,0.796,0.0,156.9,0.0,stomp,0
1.347,1.597,9.044,0.018,196.85,20.22,362.8,72.4,0.677,0.002,1.732,0.0,84.7,0.0,jumping,0
0.962,0.002,0.967,0.957,0.38,0.1,2.6,0.7,0.002,0.002,0.008,0.0,1.3,0.0,sitting,0
3.465,5.14,22.627,1.01,562.84,35.78,2000.0,405.5,3.746,0.002,4.303,0.0,437.4,0.0,hard_kick,0
3.46,5.159,22.627,1.006,511.76,34.09,2000.0,426.2,3.759,0.002,4.327,0.0,460.5,0.0,hard_kick,0
13.73,3.812,18.695,4.744,341.21,107.07,1514.3,460.5,5.586,0.002,8.859,0.0,1064.5,0.0,running,0
12.963,3.699,16.542,3.979,326.53,98.62,1408.7,428.9,5.728,0.002,8.218,0.0,999.6,0.0,running,0
2.591,3.17,16.109,0.989,378.88,29.91,1587.2,275.3,1.543,0.002,3.467,0.0,299.7,0.0,soft_kick,0
3.428,5.171,22.627,0.955,571.0,37.14,2000.0,391.7,3.756,0.002,4.326,0.0,423.6,0.0,hard_kick,0
10.572,6.147,22.627,1.32,570.91,135.15,2000.0,589.7,5.817,0.002,8.494,0.0,895.0,0.0,repeated_kick,1
1.376,1.626,9.422,0.021,257.75,19.69,350.1,72.7,0.645,0.002,1.786,0.0,84.7,0.0,jumping,0
8.423,6.643,22.627,0.975,591.59,120.3,2000.0,557.2,5.414,0.002,7.724,0.0,727.2,0.0,repeated_kick,1
1.17,0.696,5.53,0.353,131.23,7.23,1278.5,150.1,0.467,0.002,0.795,0.0,157.3,0.0,stomp,0
1.372,1.529,8.691,0.019,236.98,19.17,355.0,73.1,0.581,0.002,1.717,0.0,84.5,0.0,jumping,0
1.377,1.584,9.494,0.015,258.77,19.28,350.0,73.2,0.596,0.002,1.773,0.0,85.3,0.0,jumping,0
1.165,0.675,5.387,0.352,111.6,6.94,1132.2,142.4,0.466,0.002,0.761,0.0,150.5,0.0,stomp,0
1.2,0.672,4.912,0.408,100.69,7.01,422.1,80.8,0.472,0.002,0.784,0.0,89.7,0.0,stomp,0
2.577,0.501,3.318,1.162,40.53,9.84,408.1,127.1,0.917,0.002,1.759,0.0,285.0,0.0,walking,0
2.606,3.193,16.129,0.979,341.71,30.56,1496.2,259.0,1.533,0.002,3.505,0.0,282.4,0.0,soft_kick,0
1.021,0.002,1.027,1.016,0.43,0.13,1.5,0.2,0.002,0.002,0.004,0.0,0.7,0.0,sitting,0
2.57,3.166,16.097,0.978,397.87,29.85,1620.7,282.5,1.548,0.002,3.451,0.0,307.2,0.0,soft_kick,0
2.627,3.218,16.151,0.987,349.54,31.03,1385.4,244.3,1.523,0.002,3.545,0.0,265.7,0.0,soft_kick,0
1.191,0.7,5.303,0.356,116.79,7.72,912.7,108.5,0.472,0.002,0.814,0.0,115.5,0.0,stomp,0
2.871,0.604,3.669,0.967,58.29,12.54,442.1,134.4,0.963,0.002,2.062,0.0,309.9,0.0,walking,0
11.447,3.594,16.052,3.649,225.11,94.86,1294.4,400.7,5.116,0.002,7.299,0.0,899.0,0.0,running,0
10.598,6.152,22.627,1.05,570.2,139.5,2000.0,583.0,5.822,0.002,8.557,0.0,888.0,0.0,repeated_kick,1
2.569,3.199,16.037,0.999,539.18,29.89,1334.3,269.6,1.561,0.002,3.467,0.0,292.5,0.0,soft_kick,0
2.587,3.208,15.51,0.993,548.34,29.86,1202.7,230.8,1.549,0.002,3.493,0.0,253.2,0.0,soft_kick,0
1.372,1.636,9.522,0.033,239.91,21.0,362.9,72.6,0.683,0.002,1.777,0.0,85.1,0.0,jumping,0
1.191,0.674,4.902,0.406,100.69,7.03,413.8,81.2,0.472,0.002,0.786,0.0,90.0,0.0,stomp,0
0.987,0.002,0.994,0.981,0.46,0.1,2.2,0.4,0.002,0.002,0.005,0.0,1.2,0.0,standing,0
8.451,6.711,22.627,1.009,614.27,119.13,2000.0,572.6,5.479,0.002,7.747,0.0,750.4,0.0,repeated_kick,1
1.027,0.002,1.032,1.022,0.41,0.12,1.8,0.2,0.002,0.002,0.002,0.0,0.6,0.0,standing,0
1.946,0.627,2.984,0.891,45.78,25.86,202.0,61.8,0.571,0.002,1.778,0.0,144.1,0.0,shake_leg,0
3.312,0.68,4.137,1.588,45.64,15.05,477.0,144.8,1.111,0.002,2.385,0.0,340.6,0.0,walking,0
1.394,1.656,9.924,0.026,265.14,20.37,357.2,72.4,0.628,0.002,1.829,0.0,84.8,0.0,jumping,0
0.995,0.002,0.999,0.989,0.46,0.11,2.3,0.5,0.002,0.002,0.005,0.0,1.3,0.0,standing,0
1.186,0.657,5.087,0.395,100.39,6.89,641.9,96.9,0.47,0.002,0.754,0.0,105.5,0.0,stomp,0
1.165,0.66,5.227,0.397,106.45,6.83,949.6,125.4,0.468,0.002,0.75,0.0,133.6,0.0,stomp,0
12.251,3.652,16.175,3.652,283.92,98.97,1342.6,407.4,5.313,0.002,7.662,0.0,948.3,0.0,running,0
1.189,0.664,5.33,0.427,108.37,6.79,1113.5,140.5,0.466,0.002,0.759,0.0,148.8,0.0,stomp,0
3.505,5.187,22.627,1.015,588.95,41.21,2000.0,373.9,3.616,0.002,4.519,0.0,402.1,0.0,hard_kick,0
8.344,6.633,22.627,0.991,561.05,107.25,2000.0,591.7,5.562,0.002,7.485,0.0,783.9,0.0,repeated_kick,1
2.593,3.164,16.104,0.993,391.29,29.84,1609.7,280.0,1.547,0.002,3.457,0.0,304.7,0.0,soft_kick,0
